,mV
4837,1742
4838,1755
4839,1776
4840,1805
4841,1830
4842,1844
4843,1851
4844,1853
4845,1841
4846,1835
4847,1821
4848,1801
4849,1779
4850,1763
4851,1759
4852,1760
4853,1766
4854,1775
4855,1786
4856,1805
4857,1826
4858,1840
4859,1843
4860,1842
4861,1839
4862,1835
4863,1825
4864,1821
4865,1804
4866,1788
4867,1777
4868,1775
4869,1771
4870,1771
4871,1777
4872,1904
4873,1904
4874,1897
4875,1883
4876,1872
4877,1862
4878,1850
4879,1833
4880,1823
4881,1816
4882,1820
4883,1830
4884,1833
4885,1850
4886,1861
4887,1887
4888,1908
4889,1914
4890,1918
4891,1914
4892,1907
4893,1901
4894,1878
4895,1857
4896,1838
4897,1827
4898,1824
4899,1824
4900,1834
4901,1846
4902,1857
4903,1883
4904,1905
4905,1914
4906,1915
4907,1914
4908,1911
4909,1904
4910,1899
4911,1883
4912,1863
4913,1847
4914,1840
4915,1840
4916,1840
4917,1843
4918,1850
4919,1860
4920,1875
4921,1898
4922,1904
4923,1907
4924,1909
4925,1906
4926,1903
4927,1891
4928,1874
4929,1854
4930,1841
4931,1843
4932,1851
4933,1858
4934,1869
4935,1873
4936,1886
4937,1904
4938,1907
4939,1908
4940,1905
4941,1900
4942,
4943,
4944,1892
4945,1890
4946,1883
4947,1867
4948,1855
4949,1849
4950,1849
4951,1859
4952,1872
4953,1883
4954,1898
4955,1915
4956,1933
4957,1938
4958,1939
4959,1935
4960,1929
4961,1919
4962,1913
4963,1902
4964,1883
4965,1871
4966,1866
4967,1867
4968,1872
4969,1877
4970,1884
4971,1895
4972,1911
4973,1923
4974,1933
4975,1930
4976,1925
4977,1919
4978,1907
4979,1899
4980,1885
4981,1872
4982,1865
4983,1867
4984,1873
4985,1882
4986,1900
4987,1919
4988,1937
4989,1967
4990,1984
4991,1986
4992,1991
4993,1982
4994,1979
4995,1970
4996,1959
4997,1937
4998,1930
4999,1931
5000,1938
5001,1951
5002,1971
5003,1995
5004,2014
5005,2035
5006,2003
5007,2013
5008,2021
5009,2042
5010,2055
5011,2045
5012,2033
5013,2023
5014,2009
5015,2000
5016,1984
5017,1968
5018,1950
5019,1936
5020,1934
5021,1931
5022,1935
5023,1938
5024,1951
5025,1967
5026,1982
5027,1984
5028,1981
5029,1969
5030,1959
5031,1943
5032,1929
5033,1904
5034,1874
5035,1856
5036,1841
5037,1841
5038,1853
5039,1864
5040,1883
5041,1901
5042,1924
5043,1947
5044,1959
5045,1967
5046,1966
5047,1964
5048,1952
5049,1938
5050,1923
5051,1901
5052,1879
5053,1873
5054,1872
5055,1877
5056,1882
5057,1896
5058,1905
5059,1922
5060,1933
5061,1935
5062,1927
5063,1924
5064,1921
5065,1915
5066,1904
5067,1894
5068,1872
5069,1869
5070,1869
5071,1863
5072,1867
5073,1871
5074,1873
5075,1889
5076,1907
5077,1919
5078,1923
5079,1923
5080,1922
5081,1917
5082,1915
5083,1905
5084,1892
5085,1878
5086,1875
5087,1874
5088,1879
5089,1892
5090,1904
5091,1920
5092,1949
5093,1963
5094,1977
5095,1982
5096,1979
5097,1972
5098,1961
5099,1946
5100,1927
5101,1904
5102,1894
5103,1876
5104,1875
5105,1882
5106,1884
5107,1893
5108,1909
5109,1931
5110,1947
5111,1953
5112,1959
5113,1957
5114,1952
5115,1942
5116,1925
5117,1908
5118,1891
5119,1883
5120,1890
5121,1900
5122,1916
5123,1923
5124,1948
5125,1968
5126,1996
5127,2003
5128,2005
5129,2000
5130,2000
5131,1989
5132,1979
5133,1964
5134,1937
5135,1927
5136,1926
5137,1936
5138,1947
5139,1967
5140,1990
5141,2023
5142,2061
5143,2105
5144,2145
5145,2177
5146,2215
5147,2256
5148,2297
5149,2341
5150,2391
5151,2444
5152,2510
5153,2591
5154,2682
5155,2789
5156,2896
5157,3015
5158,3145
5159,3279
5160,3408
5161,3537
5162,3683
5163,3833
5164,3988
5165,4095
5166,4095
5167,4095
5168,4095
5169,4095
5170,4095
5171,4095
5172,4095
5173,4095
5174,4095
5175,4055
5176,3894
5177,3682
5178,3467
5179,3275
5180,3090
5181,2919
5182,2763
5183,2623
5184,2491
5185,2401
5186,2343
5187,2321
5188,2320
5189,2349
5190,2384
5191,2442
5192,2502
5193,2570
5194,2618
5195,2650
5196,2674
5197,2687
5198,2687
5199,2679
5200,2657
5201,2629
5202,2609
5203,2591
5204,2582
5205,2577
5206,2575
5207,2578
5208,2587
5209,2604
5210,2612
5211,2611
5212,2609
5213,2599
5214,2593
5215,2581
5216,2573
5217,2551
5218,2531
5219,2523
5220,2519
5221,2522
5222,
5223,
5224,2529
5225,2531
5226,2538
5227,2541
5228,2543
5229,2538
5230,2518
5231,2499
5232,2489
5233,2474
5234,2459
5235,2443
5236,2416
5237,2398
5238,2384
5239,2384
5240,2385
5241,2394
5242,2401
5243,2411
5244,2422
5245,2431
5246,2427
5247,2419
5248,2414
5249,2394
5250,2371
5251,2350
5252,2315
5253,2286
5254,2258
5255,2243
5256,2240
5257,2235
5258,2229
5259,2231
5260,2231
5261,2239
5262,2242
5263,2231
5264,2224
5265,2210
5266,2193
5267,2177
5268,2160
5269,2132
5270,2111
5271,2093
5272,2077
5273,2073
5274,2069
5275,2070
5276,2077
5277,2090
5278,2100
5279,2097
5280,2093
5281,2074
5282,2058
5283,2029
5284,2000
5285,1977
5286,1959
5287,1939
5288,1930
5289,1911
5290,1882
5291,1868
5292,1854
5293,1847
5294,1845
5295,1846
5296,1853
5297,1863
5298,1877
5299,1886
5300,1883
5301,1876
5302,1858
5303,1853
5304,1841
5305,1834
5306,1823
5307,1808
5308,1808
5309,1813
5310,1829
5311,1842
5312,1858
5313,1872
5314,1891
5315,1904
5316,1910
5317,1907
5318,1906
5319,1891
5320,1878
5321,1863
5322,1840
5323,1811
5324,1793
5325,1785
